expression,reading,meaning,tags,JLPT Level
盾,たて,shield,JLPT_1 JLPT JLPT_3,3
例え,たとえ,example; even though,JLPT_1 JLPT JLPT_3,3
チャイム,チャイム,chime,JLPT_1 JLPT JLPT_3,3
挑戦,ちょうせん,"challenge, defiance",JLPT_1 JLPT JLPT_3,3
治療,ちりょう,medical treatment,JLPT_1 JLPT JLPT_3,3
対,つい,"pair, couple, set",JLPT_1 JLPT JLPT_3,3
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),JLPT_1 JLPT JLPT_3,3
継ぐ,つぐ,to succeed (someone in a business or inheritance,JLPT_1 JLPT JLPT_3,3
摘む,つむ,"to pluck, to pick, to trim",JLPT_1 JLPT JLPT_3,3
露,つゆ,dew,JLPT_1 JLPT JLPT_3,3
強まる,つよまる,"to get strong, to gain strength",JLPT_1 JLPT JLPT_3,3
強める,つよめる,"to strengthen, to emphasize",JLPT_1 JLPT JLPT_3,3
データ,データ,data,JLPT_1 JLPT JLPT_3,3
デザイン,デザイン,design,JLPT_1 JLPT JLPT_3,3
デザート,デザート,dessert,JLPT_1 JLPT JLPT_3,3
転校,てんこう,change schools,JLPT_1 JLPT JLPT_3,3
伝言,でんごん,verbal message,JLPT_1 JLPT JLPT_3,3
と,と,and,JLPT_1 JLPT JLPT_3,3
問う,とう,"to ask, to question",JLPT_1 JLPT JLPT_3,3
棟,とう,ridge (of roof,JLPT_1 JLPT JLPT_3,3
倒産,とうさん,"(corporate) bankruptcy, insolvency",JLPT_1 JLPT JLPT_3,3
同士,どうし,"one another, companion, comrade",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,3
同志,どうし,"same mind, comrade, kindred soul",JLPT_1 JLPT JLPT_3,3
当然,とうぜん,obvious; natural,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.15,3
動揺,どうよう,"disturbance, flutter shock",JLPT_1 JLPT JLPT_3,3
説く,とく,"to explain, to advocate",JLPT_1 JLPT JLPT_3,3
綴じる,とじる,"to bind, to file",JLPT_1 JLPT JLPT_3,3
供,とも,"accompanying, attendant, companion, retinue",JLPT_1 JLPT JLPT_3,3
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.6,3
慣らす,ならす,to accustom,JLPT_1 JLPT JLPT_3,3
馴らす,ならす,"to domesticate, to tame",JLPT_1 JLPT JLPT_3,3
難,なん,"difficulty, hardships, defect",JLPT_1 JLPT JLPT_3,3
音,ね,"sound, note",JLPT_1 JLPT JLPT_3,3
年鑑,ねんかん,yearbook,JLPT_1 JLPT JLPT_3,3
脳,のう,"brain, memory",JLPT_1 JLPT JLPT_3,3
臨む,のぞむ,"to look out on, to face, to attend (function)",JLPT_1 JLPT JLPT_3,3
肺,はい,lung,JLPT_1 JLPT JLPT_3,3
～敗,はい,"counter for loss, defeat",JLPT_1 JLPT JLPT_3,3
映える,はえる,"to shine, to look attractive, to look pretty",JLPT_1 JLPT JLPT_3,3
諮る,はかる,"to consult with, to confer",JLPT_1 JLPT JLPT_3,3
図る,はかる,"to plot, to attempt, to devise, to design, to refer A to B",JLPT_1 JLPT JLPT_3,3
生やす,はやす,"to grow, to cultivate, to wear beard",JLPT_1 JLPT JLPT_3,3
班,はん,"group, party, section (mil)",JLPT_1 JLPT JLPT_3,3
判,はん,size (of paper or books),JLPT_1 JLPT JLPT_3,3
版,はん,edition,JLPT_1 JLPT JLPT_3,3
碑,ひ,stone monument bearing an inscription,JLPT_1 JLPT JLPT_3,3
非行,ひこう,"delinquency, misconduct",JLPT_1 JLPT JLPT_3,3
票,ひょう,"label, ballot, sign",JLPT_1 JLPT JLPT_3,3
広まる,ひろまる,"to spread, to be propagated",JLPT_1 JLPT JLPT_3,3
深める,ふかめる,"to deepen, to heighten, to intensify",JLPT_1 JLPT JLPT_3,3
福,ふく,good fortune,JLPT_1 JLPT JLPT_3,3
振り,ふり,"style, manner",JLPT_1 JLPT JLPT_3,3
経る,へる,"to pass, to elapse, to experience",JLPT_1 JLPT JLPT_3,3
保護,ほご,"care, protection, shelter",JLPT_1 JLPT JLPT_3,3
保障,ほしょう,"guarantee, security, warranty",JLPT_1 JLPT JLPT_3,3
補償,ほしょう,"compensation, reparation",JLPT_1 JLPT JLPT_3,3
ほっと,ほっと,feel relieved,JLPT_1 JLPT JLPT_3,3
前もって,まえもって,"in advance, beforehand, previously",JLPT_1 JLPT JLPT_3,3
膜,まく,"membrane, film",JLPT_1 JLPT JLPT_3,3
マスコミ,マスコミ,mass communication,JLPT_1 JLPT JLPT_3,3
股,また,"thigh, crotch",JLPT_1 JLPT JLPT_3,3
末,まつ,the end of,JLPT_1 JLPT JLPT_3,3
マッサージ,マッサージ,massage,JLPT_1 JLPT JLPT_3,3
見掛ける,みかける,"to (happen to see), to notice, to catch sight of",JLPT_1 JLPT JLPT_3,3
捲る,めくる,"to turn over, to turn pages of a book",JLPT_1 JLPT JLPT_3,3
メッセージ,メッセージ,message,JLPT_1 JLPT JLPT_3,3
野党,やとう,opposition party,JLPT_1 JLPT JLPT_3,3
優,ゆう,"superiority, high grade",JLPT_1 JLPT JLPT_3,3
有機,ゆうき,organic,JLPT_1 JLPT JLPT_3,3
世,よ,"world, society, generation",JLPT_1 JLPT JLPT_3,3
良い,よい,"good, nice",JLPT_1 JLPT JLPT_3,3
予想,よそう,"expectation, anticipation, prediction",JLPT_1 JLPT JLPT_3,3
弱まる,よわまる,"to weaken, to be emaciated, to be dejected",JLPT_1 JLPT JLPT_3,3
弱める,よわめる,to weaken,JLPT_1 JLPT JLPT_3,3
ラベル,ラベル,label,JLPT_1 JLPT JLPT_3,3
ルール,ルール,rule,JLPT_1 JLPT JLPT_3,3
枠,わく,"frame, slide",JLPT_1 JLPT JLPT_3,3
